condado,ciudad,cantidad_restaurantes,categoria_cantidad_restaurantes,anio,puntuacion_promedio,categoria_puntuacion
Alachua,Alachua,8,Rango Medio,2024,4.6,Excelente
Alachua,Archer,3,Pocos Restaurantes,2024,3.5,Regular
Alachua,Gainesville,236,Alta concentración,2024,4.2,Buena
Alachua,High Springs,14,Rango Medio,2024,4.1,Buena
Alachua,Jonesville,5,Pocos Restaurantes,2024,4.3,Buena
Alachua,Newberry,26,Rango Medio,2024,4.3,Buena
Alachua,Waldo,2,Pocos Restaurantes,2024,4.5,Excelente
Alachua,gainesville,144,Alta concentración,2023,4.3,Buena
Alachua,gainesville,144,Alta concentración,2024,4.3,Buena
Baker,Macclenny,24,Rango Medio,2024,4.2,Buena
Bay,Callaway,6,Rango Medio,2024,3.8,Regular
Bay,Lynn Haven,11,Rango Medio,2024,4.2,Buena
Bay,Mexico Beach,2,Pocos Restaurantes,2024,4.6,Excelente
Bay,Panama City,112,Alta concentración,2024,4.3,Buena
Bay,Panama City Beach,75,Alta concentración,2024,4.3,Buena
Bay,Southport,6,Rango Medio,2024,3.8,Regular
Bradford,Lawtey,3,Pocos Restaurantes,2024,4.6,Excelente
Bradford,Starke,3,Pocos Restaurantes,2024,4.1,Buena
Brevard,Cape Canaveral,8,Rango Medio,2024,4.3,Buena
Brevard,Cocoa,77,Alta concentración,2024,4.4,Buena
Brevard,Cocoa Beach,15,Rango Medio,2024,4.4,Buena
Brevard,Indialantic,6,Rango Medio,2024,4.1,Buena
Brevard,Indian Harbour Beach,8,Rango Medio,2024,4.4,Buena
Brevard,Malabar,3,Pocos Restaurantes,2024,4.1,Buena
Brevard,Melbourne,154,Alta concentración,2024,4.2,Buena
Brevard,Melbourne Beach,5,Pocos Restaurantes,2024,4.0,Buena
Brevard,Melbourne Village,3,Pocos Restaurantes,2024,4.0,Buena
Brevard,Merritt Island,60,Rango Medio,2024,4.4,Buena
Brevard,Micco,2,Pocos Restaurantes,2024,4.5,Excelente
Brevard,Mims,4,Pocos Restaurantes,2024,4.4,Buena
Brevard,Palm Bay,53,Rango Medio,2024,4.3,Buena
Brevard,Palm Shores,2,Pocos Restaurantes,2024,4.8,Excelente
Brevard,Port Canaveral,3,Pocos Restaurantes,2024,4.8,Excelente
Brevard,Rockledge,51,Rango Medio,2024,4.2,Buena
Brevard,Satellite Beach,25,Rango Medio,2024,4.5,Excelente
Brevard,Titusville,34,Rango Medio,2024,4.1,Buena
Brevard,West Melbourne,13,Rango Medio,2024,3.8,Regular
Brevard,mims,337,Alta concentración,2023,4.2,Buena
Brevard,mims,337,Alta concentración,2024,4.3,Buena
Broward,Coconut Creek,27,Rango Medio,2024,4.3,Buena
Broward,Cooper City,21,Rango Medio,2024,4.5,Buena
Broward,Coral Springs,126,Alta concentración,2024,4.3,Buena
Broward,Dania Beach,19,Rango Medio,2024,4.3,Buena
Broward,Davie,135,Alta concentración,2024,4.2,Buena
Broward,Deerfield Beach,68,Rango Medio,2024,4.2,Buena
Broward,Fort Lauderdale,338,Alta concentración,2024,4.2,Buena
Broward,Hallandale Beach,57,Rango Medio,2024,4.4,Buena
Broward,Hollywood,199,Alta concentración,2024,4.3,Buena
Broward,Lauderdale Lakes,20,Rango Medio,2024,4.1,Buena
Broward,Lauderhill,70,Alta concentración,2024,4.4,Buena
Broward,Lighthouse Point,6,Rango Medio,2024,3.3,Regular
Broward,Margate,52,Rango Medio,2024,4.3,Buena
Broward,Miramar,72,Alta concentración,2024,4.2,Buena
Broward,North Lauderdale,30,Rango Medio,2024,4.3,Buena
Broward,Oakland Park,42,Rango Medio,2024,4.6,Excelente
Broward,Parkland,3,Pocos Restaurantes,2024,4.5,Excelente
Broward,Pembroke Park,9,Rango Medio,2024,4.0,Buena
Broward,Pembroke Pines,154,Alta concentración,2024,4.2,Buena
Broward,Plantation,75,Alta concentración,2024,4.2,Buena
Broward,Pompano Beach,137,Alta concentración,2024,4.2,Buena
Broward,Sea Ranch Lakes,3,Pocos Restaurantes,2024,3.7,Regular
Broward,Southwest Ranches,8,Rango Medio,2024,4.4,Buena
Broward,Sunrise,95,Alta concentración,2024,4.2,Buena
Broward,Tamarac,35,Rango Medio,2024,4.4,Buena
Broward,West Park,15,Rango Medio,2024,4.1,Buena
Broward,Weston,27,Rango Medio,2024,4.1,Buena
Broward,Wilton Manors,30,Rango Medio,2024,4.4,Buena
Calhoun,Blountstown,3,Pocos Restaurantes,2024,3.9,Regular
Charlotte,Placida,3,Pocos Restaurantes,2024,3.8,Regular
Charlotte,Port Charlotte,78,Alta concentración,2024,4.2,Buena
Charlotte,Punta Gorda,45,Rango Medio,2024,4.4,Buena
Charlotte,placida,66,Rango Medio,2023,4.3,Buena
Charlotte,placida,66,Rango Medio,2024,4.3,Buena
Citrus,Beverly Hills,3,Pocos Restaurantes,2024,3.9,Regular
Citrus,Crystal River,21,Rango Medio,2024,4.4,Buena
Citrus,Floral City,8,Rango Medio,2024,4.5,Buena
Citrus,Hernando,15,Rango Medio,2024,4.5,Buena
Citrus,Homosassa,10,Rango Medio,2024,4.3,Buena
Citrus,Inverness,24,Rango Medio,2024,3.9,Regular
Citrus,Lecanto,4,Pocos Restaurantes,2024,4.8,Excelente
Citrus,crystal river,46,Rango Medio,2023,4.3,Buena
Citrus,crystal river,46,Rango Medio,2024,4.3,Buena
Clay,Fleming Island,17,Rango Medio,2024,4.3,Buena
Clay,Green Cove Springs,11,Rango Medio,2024,4.6,Excelente
Clay,Keystone Heights,8,Rango Medio,2024,3.8,Regular
Clay,Middleburg,20,Rango Medio,2024,3.9,Regular
Clay,Orange Park,68,Rango Medio,2024,4.2,Buena
Collier,Ave Maria,2,Pocos Restaurantes,2024,4.6,Excelente
Collier,Everglades City,10,Rango Medio,2024,4.2,Buena
Collier,Goodland,2,Pocos Restaurantes,2024,3.7,Regular
Collier,Immokalee,16,Rango Medio,2024,4.0,Buena
Collier,Marco Island,39,Rango Medio,2024,4.3,Buena
Collier,Naples,277,Alta concentración,2024,4.2,Buena
Collier,Ochopee,3,Pocos Restaurantes,2024,2.8,Regular
Collier,naples,265,Alta concentración,2023,4.2,Buena
Collier,naples,265,Alta concentración,2024,4.3,Buena
Columbia,Lake City,50,Rango Medio,2024,4.2,Buena
Columbia,lake city,28,Rango Medio,2023,4.2,Buena
Columbia,lake city,28,Rango Medio,2024,4.3,Buena
DeSoto,Arcadia,25,Rango Medio,2024,4.2,Buena
Dixie,Cross City,3,Pocos Restaurantes,2024,4.1,Buena
Dixie,Old Town,2,Pocos Restaurantes,2024,4.8,Excelente
Dixie,cross city,2,Pocos Restaurantes,2023,4.1,Buena
Dixie,cross city,2,Pocos Restaurantes,2024,4.3,Buena
Duval,Atlantic Beach,26,Rango Medio,2024,4.3,Buena
Duval,Jacksonville,816,Alta concentración,2024,4.2,Buena
Duval,Jacksonville Beach,67,Rango Medio,2024,4.2,Buena
Duval,Mayport,3,Pocos Restaurantes,2024,3.9,Regular
Duval,Neptune Beach,9,Rango Medio,2024,4.2,Buena
Duval,jacksonville,394,Alta concentración,2023,4.3,Buena
Duval,jacksonville,394,Alta concentración,2024,4.3,Buena
Escambia,Cantonment,8,Rango Medio,2024,4.3,Buena
Escambia,Molino,3,Pocos Restaurantes,2024,4.8,Excelente
Escambia,Pensacola,303,Alta concentración,2024,4.3,Buena
Escambia,Pensacola Beach,11,Rango Medio,2024,4.5,Buena
Escambia,pensacola,205,Alta concentración,2023,4.3,Buena
Escambia,pensacola,205,Alta concentración,2024,4.3,Buena
Flagler,Bunnell,25,Rango Medio,2024,4.6,Excelente
Flagler,Flagler Beach,31,Rango Medio,2024,4.6,Excelente
Flagler,Palm Coast,53,Rango Medio,2024,4.2,Buena
Flagler,bunnell,53,Rango Medio,2023,4.1,Buena
Flagler,bunnell,53,Rango Medio,2024,4.3,Buena
Franklin,Apalachicola,10,Rango Medio,2024,4.4,Buena
Franklin,Carrabelle,6,Rango Medio,2024,4.5,Excelente
Franklin,Eastpoint,4,Pocos Restaurantes,2024,4.6,Excelente
Franklin,St George Island,3,Pocos Restaurantes,2024,4.8,Excelente
Franklin,apalachicola,27,Rango Medio,2023,4.4,Buena
Franklin,apalachicola,27,Rango Medio,2024,4.3,Buena
Gadsden,Greensboro,3,Pocos Restaurantes,2024,4.4,Buena
Gadsden,Havana,6,Rango Medio,2024,4.6,Excelente
Gadsden,Quincy,19,Rango Medio,2024,4.3,Buena
Gadsden,chattahoochee,8,Rango Medio,2023,4.1,Buena
Gadsden,chattahoochee,8,Rango Medio,2024,4.3,Buena
Gilchrist,Bell,3,Pocos Restaurantes,2024,4.6,Excelente
Gilchrist,Trenton,5,Pocos Restaurantes,2024,4.2,Buena
Gilchrist,bell,6,Rango Medio,2023,4.4,Buena
Gilchrist,bell,6,Rango Medio,2024,4.3,Buena
Glades,Moore Haven,2,Pocos Restaurantes,2024,4.4,Buena
Glades,Palmdale,2,Pocos Restaurantes,2024,4.7,Excelente
Glades,moore haven,1,Pocos Restaurantes,2024,4.3,Buena
Gulf,Port St Joe,3,Pocos Restaurantes,2024,3.2,Regular
Hamilton,jasper,1,Pocos Restaurantes,2024,4.3,Buena
Hardee,Bowling Green,5,Pocos Restaurantes,2024,4.4,Buena
Hardee,Wauchula,14,Rango Medio,2024,4.6,Excelente
Hardee,Zolfo Springs,6,Rango Medio,2024,4.2,Buena
Hardee,bowling green,3,Pocos Restaurantes,2023,4.6,Excelente
Hardee,bowling green,3,Pocos Restaurantes,2024,4.3,Buena
Hendry,Clewiston,16,Rango Medio,2024,4.2,Buena
Hendry,LaBelle,4,Pocos Restaurantes,2024,4.6,Excelente
Hendry,clewiston,10,Rango Medio,2023,4.3,Buena
Hendry,clewiston,10,Rango Medio,2024,4.3,Buena
Hernando,Brooksville,25,Rango Medio,2024,4.1,Buena
Hernando,Hernando Beach,56,Rango Medio,2010,4.0,Buena
Hernando,Hernando Beach,56,Rango Medio,2011,4.0,Buena
Hernando,Hernando Beach,56,Rango Medio,2012,4.0,Buena
Hernando,Hernando Beach,56,Rango Medio,2013,4.0,Buena
Hernando,Hernando Beach,56,Rango Medio,2014,4.0,Buena
Hernando,Hernando Beach,56,Rango Medio,2015,3.8,Regular
Hernando,Hernando Beach,56,Rango Medio,2016,4.0,Buena
Hernando,Hernando Beach,56,Rango Medio,2017,4.0,Buena
Hernando,Hernando Beach,56,Rango Medio,2018,4.0,Buena
Hernando,Hernando Beach,56,Rango Medio,2019,4.1,Buena
Hernando,Hernando Beach,56,Rango Medio,2020,4.1,Buena
Hernando,Hernando Beach,56,Rango Medio,2021,3.8,Regular
Hernando,Hernando Beach,56,Rango Medio,2022,4.2,Buena
Hernando,Masaryktown,10,Rango Medio,2011,4.5,Excelente
Hernando,Masaryktown,10,Rango Medio,2012,4.5,Excelente
Hernando,Masaryktown,10,Rango Medio,2013,4.5,Excelente
Hernando,Masaryktown,10,Rango Medio,2014,4.5,Excelente
Hernando,Masaryktown,10,Rango Medio,2015,4.5,Excelente
Hernando,Masaryktown,10,Rango Medio,2016,4.5,Excelente
Hernando,Masaryktown,10,Rango Medio,2017,4.5,Excelente
Hernando,Masaryktown,10,Rango Medio,2018,4.5,Excelente
Hernando,Masaryktown,10,Rango Medio,2019,4.5,Excelente
Hernando,Masaryktown,10,Rango Medio,2020,4.5,Excelente
Hernando,Spring Hill,653,Alta concentración,2010,3.6,Regular
Hernando,Spring Hill,653,Alta concentración,2011,3.6,Regular
Hernando,Spring Hill,653,Alta concentración,2012,3.6,Regular
Hernando,Spring Hill,653,Alta concentración,2013,3.6,Regular
Hernando,Spring Hill,653,Alta concentración,2014,3.6,Regular
Hernando,Spring Hill,653,Alta concentración,2015,3.7,Regular
Hernando,Spring Hill,653,Alta concentración,2016,3.8,Regular
Hernando,Spring Hill,653,Alta concentración,2017,3.7,Regular
Hernando,Spring Hill,653,Alta concentración,2018,3.8,Regular
Hernando,Spring Hill,653,Alta concentración,2019,3.8,Regular
Hernando,Spring Hill,653,Alta concentración,2020,3.9,Regular
Hernando,Spring Hill,653,Alta concentración,2021,3.8,Regular
Hernando,Spring Hill,653,Alta concentración,2022,3.7,Regular
Hernando,Spring Hill,653,Alta concentración,2024,4.6,Excelente
Hernando,brooksville,69,Rango Medio,2023,4.1,Buena
Hernando,brooksville,69,Rango Medio,2024,4.3,Buena
Highlands,Avon Park,14,Rango Medio,2024,4.2,Buena
Highlands,Lake Placid,13,Rango Medio,2024,4.6,Excelente
Highlands,Sebring,21,Rango Medio,2024,4.5,Excelente
Highlands,avon park,86,Alta concentración,2023,4.2,Buena
Highlands,avon park,86,Alta concentración,2024,4.3,Buena
Hillsborough,Apollo Beach,203,Alta concentración,2010,3.5,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2011,3.2,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2012,3.3,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2013,3.4,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2014,3.4,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2015,3.6,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2016,3.7,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2017,3.7,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2018,3.7,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2019,3.8,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2020,3.9,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2021,3.9,Regular
Hillsborough,Apollo Beach,203,Alta concentración,2022,4.2,Buena
Hillsborough,Apollo Beach,203,Alta concentración,2024,4.4,Buena
Hillsborough,Brandon,1463,Alta concentración,2010,3.6,Regular
Hillsborough,Brandon,1463,Alta concentración,2011,3.6,Regular
Hillsborough,Brandon,1463,Alta concentración,2012,3.6,Regular
Hillsborough,Brandon,1463,Alta concentración,2013,3.6,Regular
Hillsborough,Brandon,1463,Alta concentración,2014,3.6,Regular
Hillsborough,Brandon,1463,Alta concentración,2015,3.7,Regular
Hillsborough,Brandon,1463,Alta concentración,2016,3.7,Regular
Hillsborough,Brandon,1463,Alta concentración,2017,3.9,Regular
Hillsborough,Brandon,1463,Alta concentración,2018,3.9,Regular
Hillsborough,Brandon,1463,Alta concentración,2019,4.0,Regular
Hillsborough,Brandon,1463,Alta concentración,2020,3.9,Regular
Hillsborough,Brandon,1463,Alta concentración,2021,4.0,Regular
Hillsborough,Brandon,1463,Alta concentración,2022,3.7,Regular
Hillsborough,Brandon,1463,Alta concentración,2024,4.2,Buena
Hillsborough,Carrollwood,1,Pocos Restaurantes,2010,3.5,Regular
Hillsborough,Dover,14,Rango Medio,2014,4.0,Buena
Hillsborough,Dover,14,Rango Medio,2016,4.2,Buena
Hillsborough,Dover,14,Rango Medio,2017,4.5,Excelente
Hillsborough,Dover,14,Rango Medio,2018,4.0,Buena
Hillsborough,Dover,14,Rango Medio,2020,3.2,Regular
Hillsborough,Dover,14,Rango Medio,2021,4.2,Buena
Hillsborough,Dover,14,Rango Medio,2024,4.5,Excelente
Hillsborough,Gibsonton,96,Alta concentración,2013,3.8,Regular
Hillsborough,Gibsonton,96,Alta concentración,2014,4.1,Buena
Hillsborough,Gibsonton,96,Alta concentración,2015,3.5,Regular
Hillsborough,Gibsonton,96,Alta concentración,2016,4.1,Buena
Hillsborough,Gibsonton,96,Alta concentración,2017,4.1,Buena
Hillsborough,Gibsonton,96,Alta concentración,2018,4.2,Buena
Hillsborough,Gibsonton,96,Alta concentración,2019,3.8,Regular
Hillsborough,Gibsonton,96,Alta concentración,2020,4.2,Buena
Hillsborough,Gibsonton,96,Alta concentración,2021,4.2,Buena
Hillsborough,Gibsonton,96,Alta concentración,2022,4.2,Buena
Hillsborough,Gibsonton,96,Alta concentración,2024,4.5,Excelente
Hillsborough,Lithia,79,Alta concentración,2010,3.0,Regular
Hillsborough,Lithia,79,Alta concentración,2011,3.3,Regular
Hillsborough,Lithia,79,Alta concentración,2012,3.5,Regular
Hillsborough,Lithia,79,Alta concentración,2013,3.5,Regular
Hillsborough,Lithia,79,Alta concentración,2014,3.6,Regular
Hillsborough,Lithia,79,Alta concentración,2015,3.6,Regular
Hillsborough,Lithia,79,Alta concentración,2016,3.6,Regular
Hillsborough,Lithia,79,Alta concentración,2017,3.8,Regular
Hillsborough,Lithia,79,Alta concentración,2018,3.8,Regular
Hillsborough,Lithia,79,Alta concentración,2019,3.8,Regular
Hillsborough,Lithia,79,Alta concentración,2020,3.8,Regular
Hillsborough,Lithia,79,Alta concentración,2021,3.8,Regular
Hillsborough,Lithia,79,Alta concentración,2022,2.5,Regular
Hillsborough,Lutz,717,Alta concentración,2010,3.6,Regular
Hillsborough,Lutz,717,Alta concentración,2011,3.6,Regular
Hillsborough,Lutz,717,Alta concentración,2012,3.7,Regular
Hillsborough,Lutz,717,Alta concentración,2013,3.7,Regular
Hillsborough,Lutz,717,Alta concentración,2014,3.7,Regular
Hillsborough,Lutz,717,Alta concentración,2015,3.8,Regular
Hillsborough,Lutz,717,Alta concentración,2016,3.7,Regular
Hillsborough,Lutz,717,Alta concentración,2017,3.8,Regular
Hillsborough,Lutz,717,Alta concentración,2018,3.9,Regular
Hillsborough,Lutz,717,Alta concentración,2019,3.9,Regular
Hillsborough,Lutz,717,Alta concentración,2020,4.0,Buena
Hillsborough,Lutz,717,Alta concentración,2021,4.0,Buena
Hillsborough,Lutz,717,Alta concentración,2022,3.8,Regular
Hillsborough,Lutz,717,Alta concentración,2024,4.2,Buena
Hillsborough,Mango,7,Rango Medio,2011,3.0,Regular
Hillsborough,Mango,7,Rango Medio,2012,3.0,Regular
Hillsborough,Mango,7,Rango Medio,2013,3.0,Regular
Hillsborough,Mango,7,Rango Medio,2014,3.0,Regular
Hillsborough,Mango,7,Rango Medio,2015,3.0,Regular
