id_nombre,nombre,nombre_normalizado
7FN6,Dr. bee pediatric dentistry,
8XN4,Sandalwood dental care,
8J3Z,Blossom family chiropractic,
ELMU,Take solace studios,
IQSU,Dental associates at walden woods,
CXPK,"Miami women care: randye karmin, md",
HX3C,Artistic touch dentistry,
JAG8,Back to mind chiropractic,
RGJQ,Sunrise general and implant dentistry,
AW8B,Quail roost animal hospital,
67YW,Healthpark medical center,
QBNT,4 paws animal clinic,
IE92,Chris a. castellano d.m.d. p.a.,
EHDL,Hollywood dental care,
TJNE,Pediatric orthopedics southwest fl,
CSFU,Daniels modern dentistry,
M7AB,Palm harbor family dentistry,
3320,A woman's place medical clinic,
UMXR,Gulf coast injury center,
64MD,Publix pharmacy at carillon town center,
10VR,Joy dental pines,
FX3J,"The beauty experts - lash extensions, facials, brazilian waxing",
2SMU,Family fitness centers ridge road,
XY2N,Cryo studio sarasota,
JH00,"Meenakshi jain md, facog",
95I9,Docmj - tallahassee medical marijuana doctors & marijuana cards,
6N7T,Apalachicola bay animal clinic,
07WI,Natural smiles,
X570,Citrus discount pharmacy,
4BNF,Nuviva medical weight loss clinic of tampa,
03IS,Releaf md,
TTX0,Sahara beauty salon inc,
ET5B,Allure dental,
9XKG,Mini mouths dentistry for kids,
PXNW,"Athletic & family chiropractic john van tassel, dc",
26EF,Andrews institute for orthopaedics & sports medicine,
0HZ9,Taylor dentistry,
S95X,Dental care at eagle landing,
VWKA,Miracle smile dentistry coral gables,
1L5H,"Oviedo endodontics, p.l.l.c.",
I57B,"Alexander leyte-vidal dds, pa",
KFBO,Premiermed family practice and sports medicine,
DW86,Wisdom dental,
K5HQ,Arcpoint labs of west palm beach,
DLEB,Action physical therapy in royal palm beach,
X07K,Turner drugs celebration,
440U,Miami springs animal hospital,
9RJR,Main street children's dentistry and orthodontics of clermont,
72V6,Advanced women's health specialists,
MYEM,Foot & ankle specialists,
IZEN,Dermatology & laser institute of southwest florida - venice,
F60H,North jacksonville complete dentistry,
F75T,Salon jaylee,
MYFO,Miller dentistry,
U8D8,Bayfront convenient care clinic,
L2JU,William a forero dmd @dentalimplantscoralsprings,
C05Q,Dr. hyler & associates,
OU54,Riverdale dental associates,
ADY9,Avenue salon,
QNQF,Advanced internal medicine care,
N42E,Publix pharmacy at plantation square,
TA6V,Atlas pet clinic,
1BQT,All care animal hospital,
PGBF,Lumina dental,
LLP3,"Yali fan, acupuncture physician, tampa acupuncture, chinese massage, chinese herbals",
50N5,Womens care florida - west tampa armenia,
YMRH,Terry soule dds,
8RD1,Sawgrass veterinary center,
LKEK,Publix pharmacy at deerwood lake commons,
XPOU,Crosswater dental care,
79D1,Navarro,
R7X9,Viera dental design studio,
O7YU,Accord medical group pllc,
B6R5,Got ink studios tattoo shop & art gallery,
AJNW,Better living day spa,
BKCQ,University of florida student health care center,
9Q1E,Jacksonville emergency dental,
ZH3L,Beiamed,
8T8V,Encompass health rehabilitation hospital of miami,
LPUM,Coastal orthopedics - lakewood ranch,
B1L1,"Sunshine cardiovascular & vein: satish sivasankaran, md, mrcp(uk), facc, mba",
BGBN,Bay center for oral and implant surgery,
LURB,West coast veterinary,
LHMV,The healing place your holistic veterinarian,
U3YT,Natura dermatology & cosmetics,
ECA5,Central florida cosmetic & family dentistry,
NALG,Towncare dental of winter park,
JPDN,1st care medical,
OHXV,Mid florida dermatology & plastic surgery,
0RJ2,Bvl pharmacy,
8VU7,Coral springs dental center,
ECS2,City escape spa,
IK0E,Publix pharmacy at williamsburg downs shopping center,
DSLK,Mitchell dentistry,
WUQK,Florida urology partners - padron osvaldo md,
IBM1,Cannamd - tampa medical marijuana doctors & cannabis cards,
9PKA,Cross creek animal medical centre,
R4H9,Full circle women's care,
Y8J3,Eley family dentistry,
45F7,Dentalvana,
D5E9,P & l nails & spa,
BQER,Forever beautiful,
XAFE,Boulevard animal hospital,
BU5J,Miranda and ortega dental group,
UIMM,Pediatric dentistry of lakeland,
838J,"Post haste pharmacy in hollywood, fl",
4IE6,Pepper natural health & wellness,
KAOT,Grins and giggles pediatric dentistry,
X5XX,St. petersburg free clinic - health center,
B65X,Physical therapy now - brickell,
YPQO,Dental group of south florida cutler bay,
I46B,Glam therapy,
CCQ9,Animal medical hospital of naples,
WQZU,Florida pain medicine,
I2V3,Monster mouse fitness,
8K37,Mid florida pediatric dentistry,
ILPS,Premier urgent care,
391P,Exceptional dentistry & sedation center,
R2OL,"Celebrate primary care, gainesville",
AR3Z,St. cloud smiles,
EINX,Cindy phan brows microblading,
UZR5,"Rosemarie marquez, dmd, pa: st. pete oral health center",
46EK,Thrive affordable vet care,
F615,"Integrative medicine center, inc.",
YPYI,Chi coconut grove health center,
UMLJ,Compassionate health and managed pain,
3AAG,Merritt island medfast urgent care | walk in clinic | emergency quick care,
5W3C,U-knead-a massage inc.,
U26N,Old cutler animal clinic,
29DR,Frantz eyecare,
DGE5,Planned parenthood - tampa health center,
W4AD,Stuart animal hospital,
OSF2,Great smile dental,
DKYN,Dr. danielle nicolazzo,
13RD,Naples vision of beauty,
BQ8A,Ucf health - lake nona,
WG6S,Tomoka family dentistry,
3MSV,Sage dental of west boynton beach,
02XA,Express urgent care of palatka,
MNAX,Apc health,
ZNTI,Turning point of tampa inc,
MVNR,Bushnell family & cosmetic dentistry,
S3TR,"Sean mccarty, md",
OF9F,"Premier allergist of florida: sarasota, fl office",
3K5X,"A&m therapy, inc",
QK7X,"Suntree orthopedics, llc",
K25B,Fl dental spa,
FLZJ,Sage dental of west miami,
AAB3,Dental health services,
YIXV,Avalon dental,
1HPS,The plastic flamingo tattoo and beauty parlor,
AYM1,"Russ tannenbaum, d.c., p.a.",
Z66T,Orlando body & movement therapy,
1JMZ,The b.a.c.k. center,
L8Z8,Prestige dental,
5NOH,Oh baby ultrasound studio,
RZBT,Main street children's dentistry and orthodontics of plantation,
5IGO,Lake advanced dentistry,
31PP,Family dental care of south bradenton,
VZSH,Vca noah’s place animal medical center,
KKCL,Animal associates,
8Q6W,Dental american group,
3K0Y,Estrada dentistry,
SVHE,Gastro health,
VTY2,Hollistic massage & wellness clinics,
8HKC,Publix pharmacy at twelve oaks plaza,
HRE5,Tallahassee orthopedic clinic | marianna,
60VW,Lifetime dentistry of bradenton,
HTLR,Santa barbara animal hospital,
9UAI,Sabal palms health & rehabilitation,
F6ZH,Florida family primary care centers of pinellas,
JZ6P,Vca newman deland animal hospital - closed,
3W6A,Cora physical therapy deland,
B8MW,Flagler health+ imaging center,
S3CL,Halifax health | uf health - medical center of deltona,
3HMQ,Towncare dental of hialeah square,
87C8,Gardens family dentistry -dr. dalia al-azzawi,
KTGJ,Exceptional dental of st. petersburg,
QLPP,Art of acupuncture llc,
QWPC,Celebration woman's health centers,
3GTK,"Dr. oscar l. castro, dds",
N5SW,Florida chiropractic and rehabilitation clinics,
Y4EQ,Town & country veterinary clinic,
QTZH,Brandon outreach clinic,
PWCZ,Lakewood chiropractic,
JZIE,Park place behavioral health cr,
XUPX,"Homosassa animal & bird hospital - gwynneth hall, d.v.m.",
SFDH,Rasmussen family dental - north,
36BI,"Joseph e. pechter, dmd, periodontics and dental implant surgery",
9BW8,Tlc petsnip inc.,
R4R3,"The pharmacist, inc",
583Z,Comfort dental care & orthodontics - santa rosa beach,
SBOG,"Dr. angela berkovich, dmd",
E78C,Sage dental of apopka,
46FV,Gulf coast family dentistry,
02LQ,Diana's salon & spa,
3I3N,Women's care florida - near morton plant hospital,
2GAL,Central park healthcare and rehabilitation center,
EVAP,Cora physical therapy lake placid,
VPI7,Atlantic rehabilitation center,
ZHSF,Health rehab,
KDRG,59 walk in clinic kissimmee,
GA2L,Sunlife ob/gyn services,
O6SR,Tooth fairy mobile dental sevice,
V2E7,Baird chiropractic,
3JKS,Humane society of greater miami north,
LI6O,Sage dental of west delray beach,
RASS,Springbrook hospital,
7D0H,"Donato a. viggiano, md, pa",
OUQC,"Nicholas rendon, dds",
CTCL,The clark clinic bushnell,
5IC6,Just4body spa,
ECSR,Clara macias dmd,
YY3V,Citrus health network,
14JP,Windermere dental group,
7ZNV,Clearwater free clinic,
YV48,Ftx wellness & performance,
UP99,J m dental group inc,
PV4D,Lakemont dental,
2WUO,"Williams family and cosmetic dentistry: trevor l. williams, dmd",
9Z3J,Advanced dermatology and cosmetic surgery - port orange,
D403,Therapeutic massage & bodywork orlando,
ZD0M,Terry zervos dds pa,
HYN1,Brown fertility,
RSI5,Sage dental of jensen beach,
MHIF,Winter springs pharmacy,
S8K2,Clay behavioral health center,
MJPT,Women's care florida - westchase,
T5CW,Clermont endodontic specialist,
M0KU,Atkinson's pharmacy,
GMGN,Kneady by nature massage & skin care,
ZJRQ,Florida smile studio,
GM20,Advanced dermatology and cosmetic surgery - orlando - south downtown,
4QW5,Hyde grove animal care center,
302N,Sage dental of east fort lauderdale,
TKG6,Bisou beauty bar,
WXV5,"Dr. motiram singh, dmd",
EYLJ,"All paws animal clinic, inc",
RSAG,Taylor chiropractic & oriental medicine,
D7RB,Gastrointestinal diagnostic centers,
7NSH,Vet vaccinations clinic at collier co domestic animal services,
UALF,Advanced dermatology and cosmetic surgery - jacksonville - san marco,
8NJ4,Davie creek animal hospital,
E0FQ,"Hallandale medical center: luis moya, md; michael mckenzie, md; catherine funes psyd, oana ciurea, pa-c, wilson cuesta, pa-c",
GDRF,Atlantis clinic,
D1FH,Cora physical therapy lauderhill,
28WL,"Muhammad a. awan, md",
RQWD,Ascension medical group st. vincent's primary care - san jose,
WVJS,Great expressions dental centers - boynton beach,
NG9Y,"Christine nguyen, dds, pa",
Y6B4,Hamlin groves dental care,
0I10,Weinberg dentistry,
WY45,Smile 4 me dental,
V7UX,My plantation dentist,
63MR,Leon medical centers - kendall,
9J2Q,Stuart cardiology group,
IMY9,Thank you mama,
MQK2,"Nemours children's specialty care, pensacola",
80ZH,Inspire,
PAV5,Island doctors,
VJ6L,Bliss salon and spa,
628C,Cerillo family dentistry,
6Y29,Bluepearl pet hospital,
E4SN,Riverview dentistry,
CWTI,Kinetix inspired fitness,
VZ9Q,Paws and claws medical center,
2JQR,Tlc animal clinic i,
LUYD,"Gastromed, llc",
HVCA,Conviva care center miami lakes,
MCXR,Pro health,
UCIB,Coastal skin surgery and dermatology,
7C97,Williamsburg veterinary clinic,
ACU1,Ballet dental care,
U99I,Alisa's nails & spa,
PD9I,West coast center for jaw surgery,
Q9CD,Friendly smiles dental care,
KE3D,Pain reliefs centers,
4J52,Sage dental of downtown orlando,
FCZE,Lakeland modern dentistry,
L2IU,Publix pharmacy at northridge shopping center,
C4RS,Palm coast pet clinic,
4MND,Hiler chiropractic & neurology,
ED3C,Wellcomemd,
R002,"William e. steffes, m.d.",
GN8N,Advanced dental care of pembroke pines,
2I8E,Great expressions dental centers - bloomingdale,
26W7,Great expressions dental centers - valrico,
HTUA,Day surgery center,
9XIA,Brandon dental,
MS8D,N p rx specialty pharmacy,
U7QK,Bright smiles of winter haven,
MRVQ,Pasco animal hospital,
J3SE,Palm rx pharmacy,
ETHC,"Alyssa ta, md",
PABE,Bretz chiropractic clinic sarasota fl.-open mon-fri,
HODD,Salon d suites,
8P3M,North mil animal clinic,
BHOQ,Cora physical therapy hunter's creek,
6MG0,Vital dental center of coral springs,
R4Z0,Heron lakes spine & wellness center,
YVPA,Florida pace center,
4GZ6,Big boca smiles,
NK1S,Berger chiropractic and wellness,
53XW,Dentastic dental center,
2PA7,Dot physicals orlando,
9W1K,Pt solutions of st. augustine,
B4GB,East orlando wellness,
6N6C,Sage dental of jupiter indiantown,
JFXN,"Vargas orthodontics - orthodontist, braces, invisalign",
W6BO,John sarno dmd,
IUHT,South florida laser dentistry - seth d. pomerantz d.m.d,
VRS7,Keys dermatology,
OVAD,"Dr. jacob w. skinner, dmd",
0ATL,Kenneth schweizer dds pa,
KRC2,Sandra brener & associates,
HWMJ,Oviedo pharmacy,
AWP0,Park avenue dental,
LL1L,"Noorani medical center: nazneen noorani, md",
ANMU,Ritter & ramsey general and cosmetic dentistry,
BKT0,Palm beach gardens medical center,
2WIJ,Dental care of largo,
PFBV,Pet vet animal hospital,
0ADH,Miami bay oral health,
63TN,Underhill animal hospital,
L8IM,Professional urgent care services,
ZPNR,Clearlyderm dermatology - delray beach,
TQE0,Idel pharmacy inc,
KS4B,Physician’s institute of cosmetic and reconstructive surgery inc.,
W8CX,More t clinics,
1Z6T,Ciao bella salon and day spa of islamorada,
BR4R,Florida medical clinic,
KYH1,Dayton dandes medical center,
Z2UN,Centerstone behavioral hospital and addiction center,
Z80B,Animal wellness centre of wesley chapel,
XXF9,Smiles of punta gorda,
YABN,Premier dental care: boynton beach dentist,
J8CX,Center for dental excellence east lake,
5JBF,Moda milano salon,
S6TS,Family center for recovery,
EV3C,Buchanan health center,
SI89,Cannabis doctor x,
4XG1,"Dental dreams, llc - jesus carpio dmd",
G2UP,Publix pharmacy at osceola village,
B6YO,St. cloud pharmacy and wellness center,
P3RK,Overmeyer family dental,
HI6C,Liv plastic surgery by dr. andrew ress,
0IWB,Homestead animal hospital,
FT55,Altima dental,
CANX,Altima dental group - country walk,
Q1OF,Medi-station urgent care,
OXYD,Premier pharmacy,
SHT4,Beaming beauty,
UXJZ,Saxon dental,
TLQO,Hi-5 children's dentistry,
11D4,Aberdeen dentistry,
27SJ,"Ariel soffer, md,facc",
IJB7,Comprehensive dental care,
VK2S,Beauty by azi,
O8ZQ,"Johns hopkins all children's outpatient care, pasco",
ZVRL,North orange animal hospital,
KRVW,Animal care clinic,
BO37,Naval branch health clinic,
3G8Y,Panhandle pediatric dentistry,
A0A3,Gulf winds animal hospital,
GADI,Md & wellness center,
DZL5,Cat clinic of fernandina,
8EHX,Paramount urgent care - casselberry,
X67D,Orlando pediatric dentistry,
NAOX,Procare dentistry,
NMZS,Silverthorn animal clinic,
TL2J,Dental excellence of brandon,
UH2Z,First coast cardiovascular institute - ac skinner (main),
BJEK,Nicklaus children's doral outpatient center,
W2QP,"Jackson dental, p.a.",
EEJJ,Beauchamp dental - invisalign & clear aligners - smile designs,
LHU5,Solaris healthcare bayonet point,
NKNJ,Publix pharmacy at plaza de leon,
DTD7,"Dr. david w. prusakowski, dmd",
RNUT,Kissimmee family wellness center,
7WJF,Miami dental care: dr. rita claro,
G58Z,Sage dental of port st. lucie,
U6XI,Taylors pharmacy,
4OAG,Sipp randall w dds,
OF2E,Cleveland clinic martin north hospital,
6Q3B,Advantacare,
2V4Q,"Dr. ron rozanski, dmd",
UJZK,Tampa dental,
64D5,Sabal chase animal clinic,
GVHO,Naval station mayport pharmacy,
WMCK,Premier dental associates,
RJTB,Whole dental design (family & cosmetic dentistry),
HBB5,Animal care and surgical hospital,
QJ4U,Simplywell specialty pharmacy,
HC3O,"Ronald mcdonald house charities of southwest florida, inc.",
0Q5G,Sage dental of central boynton beach,
HT3W,Z1 cpap miami (cpap store),
N9QP,Total dentistry,
DVSQ,Afc urgent care hollywood,
1OHD,Trulieve punta gorda,
NPRB,Midway pharmacy,
7ITE,"Children's dentistry of stuart, p.a.",
BPFP,Fusion chiropractic spa,
QLYA,Advanced dermatology and cosmetic surgery - brandon,
Z4BE,Sherry lash studio ✨,
BMSG,Davie veterinary clinic,
PVEH,Healthmark regional medical center,
1STL,"East bay dental: amy g doan, dds",
VR8C,Delray center for healing,
VBWC,Genesis medical clinic,
AH15,All-pro orthopedics and sports medicine. p.a.,
0XLX,Grand traverse dental care,
UBTJ,"Brian h. snyder, d.d.s., p. a.",
S64L,Hillman veterinary clinic,
T5IU,Bitting's pharmacy medical equipment & supplies,
0OIQ,Meadows family dentistry,
4M2O,Parkwood dental,
AILU,Wickham dental care,
LM6M,"Century dental - dr. john h penny, jr & dr. abdullah m. allawnha",
3R02,Skintellect laser & aesthetics,
7EH2,Communication corner and more! & florida pediatric associates,
MUUI,Watt family chiropractic,
6YHH,Blue lotus tattoos and body piercing,
U9U8,Publix pharmacy at doral commons,
39JX,Harbor tan,
YI7G,Trendy lash styles,
48MY,Caring hands animal hospital of live oak,
4YCC,Orlando fit body boot camp,
FICN,Bella reina spa,
GTTQ,Suntree internal medicine,
7RKA,Black swan tattoo,
9313,Colonial drive family dentistry,
ORMS,Mind body spirit care,
IRSQ,Patients first - apalachee parkway,
ITD7,Carespot urgent care of miami gardens,
9QW8,Orthodontic specialists of florida - kendall near baptist hospital,
JALE,Solutions weight loss,
2VUC,"Dr. steven barry, dmd, pa",
VM8L,"Florida ent adult & pediatric, inc",
9JUM,Forte animal hospital,
PG1B,"Edward b. busch, dmd",
Q7SS,Ageless body by new science,
RML8,Frontier spine and health care | holistic primary care/chiropractor,
BDW5,Palm plaza dental center,
WFVM,Charles e. stewart md,
N921,Timeless age medical,
H0UG,😁 white smiles of boca,
3G38,Advanced veterinary hospital,
O17G,Veterinary cardiopulmonary care center,
38BI,Ideal pharmacy solutions,
8SY2,Gateway animal hospital,
ASND,Great expressions dental centers - zephyrhills,
9T5R,Miramar beach dental & orthodontics,
7HF8,Smileology niceville,
XUEY,Smileology miramar beach,
K8RP,Medi-weightloss lake mary,
RTLD,Medwell health and wellness centers,
CNCL,Muv medical cannabis dispensary,
C2OB,Fyzical therapy and balance centers - bradenton,
2U53,Adventhealth for children,
UH07,Orthopaedic medical group of tampa bay,
ZGAI,Sebastian river medical center,
A6KV,"Donna johnston, md",
Y0O6,Good pediatrics,
UMPE,Associatesmd suite 200,
C5C2,Davie dental,
G3RO,Memorial healthcare system,
L61P,Tribeca medaesthetics,
E9M4,The rejuvenation center,
SL01,Aaron dental & orthodontics,
Q0Y7,Southeast animal clinic,
UHZV,Calusa crossing animal hospital,
SW77,Greenstein dental,
OAO9,The palace nursing and rehabilitation center,
ARSL,Sumter county animal hospital,
SLBA,Smile perfection dental & braces of pembroke pines,
PN4L,"Allcare medical centers, p.c.",
A409,"Mohammad farooque m.d., ph.d., board certified psychiatrist",
FERT,Family dental care,
W8VN,Cannabis card orlando - east,
UR32,Emed pain management,
WE1V,Sea change chiropractic,
OEVM,Island hammock pet hospital,
5C2I,"Va hospital, gnv",
RCDX,Smile stylist cosmetic dentistry,
70DU,Pelican dental care,
65FE,Animal clinic of village square,
K34H,Ardalan pediatric dentistry,
RVZ8,Premier heart and vascular center,
58GY,Smilewright dentistry,
SGHT,Island life animal hospital,
TNCB,Hidden gem dental,
2EKE,Junglelife animal hospital inc,
JQ07,D&p dentistry,
C8TU,Davis islands pharmacy & compounding lab,
1MHL,Palm vascular center broward,
NZUE,Hill orthopedic center,
TWQ8,Cora physical therapy coral springs,
ETCR,Gold's gym tampa,
NLGK,"Eleanine hardy-hunter, m.d.",
NSHD,Magruder eye institute,
ZQY0,Uf health family medicine – goodbys creek,
1PVI,Advanced dermatology and cosmetic surgery - the villages - lake sumter landing,
Q0MF,Matanzas river animal hospital,
DUD8,Buddocs marijuana doctors,
AFL5,The vet clinic of palm harbor,
9GMA,Nelson dental sleep medicine,
KWXE,Everlasting smiles: william ma dmd,
83BJ,"Cote periodontics, lee m. cote, jr., d.m.d., pllc",
CZ10,"Murali krishna, md, llc",
S86S,Country club dental care,
75YT,Designer family dental,
1VTV,Ob & gyn specialists in winter park,
KOU0,Rosenberg chiropractic,
30SO,Way to smile,
71RG,Acts adult addiction receiving facility (aarf),
OZN3,"Abhijit manaswi, md, orthopedic and joint replacement",
H8WG,Mills park dental,
ZWV4,"Dr. tamir segal, periodontist & dental implant center",
LVRN,Visionary centre for women,
JVQS,"Thomas f. plunkett, dmd pa",
2OC2,Vca companion animal hospital,
WN2K,Backspace tattoo removals and esthetics,
S4C2,Kush dental,
5FQ3,Atlantic family dentistry,
YN6E,Children's medical center,
B4ZN,Family health centers,
1RCJ,Allez dental surgery by dr. beltran,
6C3F,"Florida community health centers, inc.",
A3M5,Kid's dental place,
9S4O,Lakeland dental professionals,
JYCD,Sage dental of pembroke pines,
7KTI,"Azure dental, rosamond t. sonnen, dds, pa",
88VP,Turning points,
BF4I,Winter garden smiles - general and pediatric dentistry,
7NHM,Value n care pharmacy,
NBQF,Boca raton regional hospital,
URYP,Biscayne dental & facial aesthetics,
IIVF,Ahf healthcare center - kinder (south miami),
1UGR,Tlc dental – hollywood,
U82F,Four corners animal hospital,
3A17,Stephane lavoie md,
XQG3,"Victor dea, dmd - dea family dentistry in boynton beach, fl",
05HB,United humanitarians a corp,
I68Q,All about town pet house calls,
1K3D,West coast podiatry center,
7RCP,Highland animal hospital,
2TG9,Five element wellness center,
N1TA,Homestead community pharmacy,
APEF,Hunter vision,
4MFS,Skin is in by talia,
R8C0,Alexander pharmacy,
AXEI,Gateway dental civica center,
8VMG,"Sunshine animal clinic, jacksonville, fl. 32216",
PPCK,"Kevin e. elder, md",
00J7,Cleveland clinic tomsich health and medical center of palm beach county,
GPZD,Worman sandra a dds,
EKMV,Woodland animal clinic,
3DJD,Countryside animal hospital,
1U5V,Premier men's medical center,
EHIO,Blacksheep medical,
LL77,Women's care florida - trinity oaks,
2OWO,Apex dental,
X0XK,1st choice urgent care center,
VZGP,Florida gardens dental center,
AG8E,Plastic surgery of palm beach,
FJ5E,Crescent city dentists,
9SSX,Arlington river family dental,
XA3M,Dental care at hunters green,
3C1W,Gulfview dental,
3BWJ,Ackley dental group,
SS96,My salon suite® of palm harbor,
KN9W,Signature dental group delray beach,
9WXB,Night lite pediatrics urgent care,
ERFW,Peak performance health and wellness centre,
FFGX,Dental center of kendall,
M6ZY,Dental care of north fort myers,
Z2HU,"Pain management consultants of southwest florida, pl",
IZLL,Sage dental of west boca raton,
Y5KC,Jacksonville center for reproductive medicine,
M790,Marion veterinary hospital,
DJ21,Stadium family dentistry,
R1X4,My eyebrow girl,
HUHD,David l. goldstein dmd,
JC9C,Midtown dental + vision,
ZQNR,Planet pet animal hospital,
LFRF,North dade health center,
6V6S,Guzman orthodontics,
1N8D,Med aesthetics miami,
GQP6,Cryo miami,
YDMU,St. lucie west dental care,
2SIR,Lovely eyebrows & spa coral springs,
RYKV,Silver springs dentistry,
AC0A,Porto fino dental,
2GT8,Winnie palmer hospital ob/gyn hospitalist group,
JB6G,Free motion physical therapy inc.,
EBAR,Dr.lori.puskar. - holistic & functional medicine,
FK3U,Good samaritan health clinic,
PRT4,Arviv medical aesthetics,
J0IU,Bowden eye associates,
U0FF,Dental care at grande oak,
P3CL,Quick family urgent care davie fl,
0H3K,Kotch dental,
UAT2,"Dr. pranati s. chokshi, dmd",
40WQ,"The eye clinic of florida / ahad mahootchi, md",
KQ8J,Nicklaus children's hospital foundation,
3VAD,Lee aesthetic dentistry,
X57M,Aventura dental group,
P242,Myfit decisions,
UWQP,Bradfordville animal hospital,
1ZH1,Veterinary emergency group,
3EC1,Dental arts of boynton beach,
6KEB,"Aspros, boyd & walther dental associates",
LPPW,Oviedo dermatology center - dr. vitaly blatnoy,
DDCG,Seminole integrative medicine,
DZOE,Seminole heights family dentistry,
TG92,Westcoast spine center,
X9WF,Island animal hospital of venice,
MECS,Mark herman dmd: delray beach dentist,
OV3A,Beach medical specialist pa,
0UTY,Multi-care medical,
9YGI,Penney weeks dmd,
0SD4,Tiffany square dental,
1QN5,Women's care florida - brandon suite 3100,
9BYU,Everglades animal hospital,
40PQ,Central florida health care - haines city,
7R4Q,Great expressions dental centers - riverside,
NQ1Z,Fyzical therapy & balance centers - jacksonville (formerly in motion pt),
N1B6,Medplex pharmacy,
2L5J,Miracle leaf medical card doctor,
UQRP,"Dr. william h. maras, dds",
CXUD,Clearlyderm dermatology - central boca raton,
S9TS,Lockwood commons dental care,
11ZF,Sawgrass pediatrics - coral springs office,
FKYU,Ocala va clinic,
3Q5Z,Modern orthodontics,
SW7F,"Manatee family physicians - scott clulow, do",
OW67,Morton plant hospital- turley family health center,
1QJH,Research centers of america,
S7U1,Docmj - panama city medical marijuana doctors & card recommendations,
3G9M,Miller pediatric dentistry & orthodontics,
E7EA,Southpaw animal health,
NNBK,Great expressions dental centers - linebaugh,
VWHQ,Heekin clinic,
6U1B,Underwood healthcare,
EN2I,Blue32,
E7ZF,Miami lakes cosmetic dentistry,
BY1M,Boca fertility ivf clinic center,
ME05,Town & country animal hospital,
EQFJ,Va hospital - tampa,
GLCH,Island ink tattoo,
77AM,Care 1st pharmacy,
GDIH,Webster family dentistry,
C989,Titan medical center,
BF45,Lotus blossom massage spa,
TZQD,4beauty medspa,
MB2Z,Main street children's dentistry and orthodontics of miami beach,
GQ71,Simple dental and orthodontics,
3J0T,Friend michael j dds,
CAC9,Jennifer lopez dental,
9NTH,South lake pain institute,
KQFK,Orlando health heart & vascular institute,
TM0F,Ismile dental - dr. james helmy,
8QZX,Casbah spa & salon,
8HPP,Bodyworks by bull therapeutic massage,
54KK,Renew aesthetics & anti-aging clinic,
8OFH,Sepulveda hair studio,
0JBE,Gen spa,
JHPW,Foot haven reflexology bar & spa,
A6R3,Visionary optometry,
TLHW,Barbag dental,
V9RH,Wave endodontics,
46RZ,Nilssen orthopedics - ankle and foot center,
W2RQ,A+ family urgent care,
YQYM,Brooks timothy p dvm,
9KJL,Advanced urology institute - tallahassee office,
S10W,Dentist ormond beach | yoon dental | comprehensive and cosmetic dentistry,
NKZQ,Brow lane,
KY2T,Southside dental at tinseltown,
2HCM,Carla channell dvm,
9G5V,After hours pediatrics urgent care - new port richey,
QG5H,"Jensen beach dental: christopher j. wigley, dmd",
FAFO,Dr. alexis glaser dmd,
4YD1,Dr. susan blankenship pediatric dentistry,
WZ3B,"Dr. vincent veronick d.m.d.,p.a.",
53UG,Animal medical clinic of punta gorda,
LLVC,Therapeutic wellness center,
JXQQ,"Dr. francisco e hernandez dds, pa",
HSQK,Massage works - the body care clinic for men & women,
8Q17,Premier dental team,
INR6,Shands starke regional medical center,
RI0U,Mcgee family dentistry,
SRP6,Premier medical clinic,
D4P3,Ka dental boynton beach,
UVQN,Hohman rehab and sports physical therapy,
42TD,Ocoee animal hospital,
AA1D,Comfort dental care & orthodontics - mary esther,
X4G7,Bonita beach dental - dr. grady scott dmd,
5U1R,Vca newman ormond beach animal hospital,
C7EJ,A better u healthcare,
MAM8,Amelia island dental,
YK9P,River city dentistry,
LEXB,"Timothy a. glomb, dmd, pa",
604Q,Health in motion chiropractic,
J9VZ,305 plastic surgery,
LU47,Tarpon shores dental - englewood,
0D89,Loving care veterinary hospital,
P9TX,Recovery first,
HAKG,Artistic smiles of orlando,
JO3V,Animal clinic of merritt island,
NJFH,Brevard spay/neuter clinic,
A3B8,Signature urgent care,
QH8H,Jacksonville chiropractic: auto accident injury clinic jacksonville,
OF0K,The center for cosmetic and family dentistry,
DU9B,Atlantic chiropractic,
7IKJ,Atlantic orthodontics,
MJHS,Jesus clinic,
HFYZ,Great expressions dental centers - naples,
NOXP,"Parag d. patel, md",
Z57N,Cat and dog clinic of pensacola,
VPVD,Clearchoice dental implant center,
